,dataset_id,hyperparameter_name,hyperparameter_value,seed,error_rate,runtime
338,3,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,7,0.0062,4764.0
339,3,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,0,0.0047,2989.0
340,4134,max_conf_interval_size_default,0.07,8,0.1898,19467.0
341,4134,max_conf_interval_size_default,0.07,2,0.1986,23869.0
342,4134,max_conf_interval_size_default,0.07,5,0.204,24224.0
343,4134,max_conf_interval_size_default,0.07,1,0.2067,24621.0
344,4134,max_conf_interval_size_default,0.07,6,0.2118,21988.0
345,4134,max_conf_interval_size_default,0.07,4,0.1866,21180.0
346,4134,max_conf_interval_size_default,0.07,3,0.2013,25354.0
347,4134,max_conf_interval_size_default,0.07,9,0.2005,23893.0
348,4134,max_conf_interval_size_default,0.07,7,0.1888,25551.0
349,4134,max_conf_interval_size_default,0.07,0,0.2002,23021.0
350,4134,max_conf_interval_size_default,0.04,6,0.1948,23901.0
351,4134,max_conf_interval_size_default,0.04,1,0.1999,23762.0
352,4134,max_conf_interval_size_default,0.04,5,0.2032,24072.0
353,4134,max_conf_interval_size_default,0.04,2,0.1979,25262.0
354,4134,max_conf_interval_size_default,0.04,8,0.1968,20418.0
355,4134,max_conf_interval_size_default,0.04,0,0.1884,24103.0
356,4134,max_conf_interval_size_default,0.04,7,0.208,25319.0
357,4134,max_conf_interval_size_default,0.04,9,0.2005,24503.0
358,4134,max_conf_interval_size_default,0.04,3,0.1934,25563.0
359,4134,max_conf_interval_size_default,0.04,4,0.1986,22983.0
360,4134,max_conf_interval_size_default,0.01,0,0.1992,29325.0
361,4134,max_conf_interval_size_default,0.01,7,0.1967,29896.0
362,4134,max_conf_interval_size_default,0.01,3,0.2078,29732.0
363,4134,max_conf_interval_size_default,0.01,9,0.1866,30468.0
364,4134,max_conf_interval_size_default,0.01,4,0.1864,26001.0
365,4134,max_conf_interval_size_default,0.01,6,0.2137,27427.0
366,4134,max_conf_interval_size_default,0.01,1,0.2005,29562.0
367,4134,max_conf_interval_size_default,0.01,5,0.2077,28059.0
368,4134,max_conf_interval_size_default,0.01,8,0.1939,24064.0
369,4134,max_conf_interval_size_default,0.01,2,0.1923,30482.0
370,4134,max_conf_interval_size_default,0.1,5,0.1919,24410.0
371,4134,max_conf_interval_size_default,0.1,8,0.2146,19336.0
372,4134,max_conf_interval_size_default,0.1,2,0.1986,24870.0
373,4134,max_conf_interval_size_default,0.1,6,0.2004,22963.0
374,4134,max_conf_interval_size_default,0.1,1,0.1998,24992.0
375,4134,max_conf_interval_size_default,0.1,3,0.1988,25143.0
376,4134,max_conf_interval_size_default,0.1,9,0.1896,24562.0
377,4134,max_conf_interval_size_default,0.1,4,0.2016,21588.0
378,4134,max_conf_interval_size_default,0.1,0,0.1885,22544.0
379,4134,max_conf_interval_size_default,0.1,7,0.1889,24507.0
380,4134,base,2,6,0.2004,22445.0
381,4134,base,2,8,0.2146,19561.0
382,4134,base,2,7,0.1889,24531.0
383,4134,base,2,9,0.1898,24565.0
384,4134,base,3,9,0.1878,34293.0
385,4134,base,3,3,0.1909,31804.0
386,4134,base,3,4,0.1863,31390.0
387,4134,base,3,7,0.1967,34539.0
388,4134,base,3,5,0.2077,32163.0
389,4134,base,3,2,0.2055,31411.0
390,4134,base,3,8,0.1895,26711.0
391,4134,base,3,6,0.1967,31633.0
392,4134,base,3,1,0.2022,34077.0
393,4134,base,4,0,0.1933,30692.0
394,4134,base,4,7,0.1994,33115.0
395,4134,base,4,9,0.1936,32506.0
396,4134,base,4,3,0.1916,30648.0
397,4134,base,4,4,0.1987,30023.0
398,4134,base,4,6,0.1953,30012.0
399,4134,base,4,1,0.2004,33441.0
400,4134,base,4,5,0.1968,31349.0
401,4134,base,4,2,0.1995,30329.0
402,4134,base,4,8,0.1992,25769.0
403,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,3,0.1932,24898.0
404,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,9,0.1935,24121.0
405,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,4,0.1854,21751.0
406,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,0,0.1885,22471.0
407,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,7,0.1889,24592.0
408,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,5,0.1919,23847.0
409,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,8,0.189,19737.0
410,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,2,0.1989,24887.0
411,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,6,0.2004,23197.0
412,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,1,0.1998,25060.0
413,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,1,0.1965,25905.0
414,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,6,0.1954,23847.0
415,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,2,0.1986,25673.0
416,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,8,0.2018,20111.0
417,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,5,0.1914,24279.0
418,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,7,0.2004,24706.0
419,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,0,0.1885,24002.0
420,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,4,0.1854,21897.0
421,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,9,0.1931,24819.0
422,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,3,0.199,25315.0
423,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,4,0.2016,21579.0
424,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,9,0.1933,24167.0
425,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,3,0.1988,25129.0
426,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,7,0.1889,24308.0
427,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,0,0.1885,22397.0
428,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,2,0.1986,25506.0
429,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,8,0.2146,19470.0
430,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,5,0.1919,24184.0
431,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,1,0.1998,25411.0
432,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,6,0.2004,22246.0
433,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,2,0.199,25966.0
434,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,8,0.189,19441.0
435,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,5,0.1979,23784.0
436,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,1,0.1998,25292.0
437,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,6,0.2124,23562.0
438,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,4,0.1854,22308.0
439,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,9,0.1935,23980.0
440,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,3,0.1988,24348.0
441,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,7,0.2048,23774.0
442,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,0,0.1885,22690.0
443,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,6,0.2004,22209.0
444,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,1,0.1998,25036.0
445,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,5,0.1919,24650.0
446,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,8,0.2146,19768.0
447,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,2,0.1986,25342.0
448,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,0,0.1885,22456.0
449,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,7,0.1889,24401.0
450,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,3,0.1988,25364.0
451,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,9,0.2005,24175.0
452,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,4,0.2016,21972.0
453,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,9,0.1933,23626.0
454,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,3,0.1932,24648.0
455,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,4,0.1854,22038.0
456,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,0,0.1885,22466.0
457,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,7,0.2004,23913.0
458,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,5,0.1979,23492.0
459,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,2,0.199,25280.0
460,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,8,0.189,19260.0
461,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,6,0.2124,23752.0
462,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,1,0.1998,25726.0
463,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,6,0.2124,23641.0
464,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,1,0.1998,25315.0
465,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,5,0.1979,23683.0
466,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,2,0.199,25431.0
467,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,8,0.189,19416.0
468,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,0,0.1885,22703.0
469,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,7,0.2048,24172.0
470,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,9,0.1935,24186.0
471,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,3,0.2032,24714.0
472,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,4,0.1854,21667.0
473,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,2,0.1989,24837.0
474,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,8,0.2018,19970.0
475,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,5,0.1919,24582.0
476,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,1,0.2022,25852.0
477,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,6,0.2004,23331.0
478,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,4,0.2006,21436.0
479,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,9,0.2005,24322.0
480,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,3,0.1988,25399.0
481,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,7,0.1889,24853.0
482,4134,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,0,0.2013,22309.0
483,4134,return_estimate_on_incomplete_runs,True,7,0.1995,24395.0
484,4134,return_estimate_on_incomplete_runs,True,0,0.1885,22886.0
485,4134,return_estimate_on_incomplete_runs,True,4,0.2016,21699.0
486,4134,return_estimate_on_incomplete_runs,True,1,0.1998,24957.0
487,4134,return_estimate_on_incomplete_runs,True,6,0.2004,22372.0
488,4134,return_estimate_on_incomplete_runs,True,2,0.1989,24846.0
489,4134,return_estimate_on_incomplete_runs,True,8,0.2146,19469.0
490,4134,return_estimate_on_incomplete_runs,True,5,0.2008,23676.0
491,4134,return_estimate_on_incomplete_runs,False,9,0.2005,24078.0
492,4134,return_estimate_on_incomplete_runs,False,3,0.1988,25295.0
493,4134,return_estimate_on_incomplete_runs,False,4,0.2016,21494.0
494,4134,return_estimate_on_incomplete_runs,False,0,0.1885,22422.0
495,4134,return_estimate_on_incomplete_runs,False,7,0.1889,24616.0
496,4134,return_estimate_on_incomplete_runs,False,5,0.1919,24190.0
497,4134,return_estimate_on_incomplete_runs,False,2,0.1989,25336.0
498,4134,return_estimate_on_incomplete_runs,False,8,0.2146,19924.0
499,4134,return_estimate_on_incomplete_runs,False,6,0.2004,22383.0
500,4134,return_estimate_on_incomplete_runs,False,1,0.1934,24946.0
501,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,2,0.1076,11556.0
502,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,8,0.1091,9553.0
503,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,5,0.1088,12657.0
504,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,1,0.1073,11990.0
505,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,6,0.1071,15963.0
506,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,4,0.1076,13855.0
507,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,3,0.1058,11223.0
508,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,7,0.1073,14660.0
509,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,0,0.107,11564.0
510,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,0,0.107,12717.0
511,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,7,0.1068,14919.0
512,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,3,0.1058,12896.0
513,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,4,0.1076,14367.0
514,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,6,0.1074,18540.0
515,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,1,0.1072,14006.0
516,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,5,0.1134,13612.0
517,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,8,0.1075,9482.0
518,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,2,0.1073,13027.0
519,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,3,0.1058,13355.0
520,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,4,0.1074,14236.0
521,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,0,0.1073,12678.0
522,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,7,0.1068,15158.0
523,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,5,0.1134,13392.0
524,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,2,0.1073,12919.0
525,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,8,0.1075,9652.0
526,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,6,0.1079,18785.0
527,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,1,0.1072,13843.0
528,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,7,0.1073,14403.0
529,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,0,0.107,11684.0
530,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,4,0.1076,14085.0
531,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,9,0.1073,15356.0
532,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,3,0.1058,11463.0
533,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,1,0.1073,12025.0
534,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,6,0.1071,15671.0
535,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,2,0.1076,11307.0
536,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,8,0.1091,9394.0
537,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,5,0.1088,12619.0
538,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,1,0.1073,11971.0
539,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,6,0.1071,15825.0
540,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,8,0.1091,9517.0
541,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,2,0.1076,11499.0
542,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,5,0.1088,12527.0
543,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,0,0.107,11687.0
544,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,4,0.1076,14076.0
545,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,3,0.1058,11170.0
546,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,9,0.1073,15289.0
547,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,7,0.1068,15118.0
548,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,0,0.1073,13023.0
549,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,4,0.1074,14518.0
550,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,3,0.1058,12841.0
551,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,1,0.1072,13881.0
552,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,6,0.1079,18668.0
553,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,2,0.1073,12749.0
554,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,8,0.1075,9459.0
555,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,5,0.1134,12878.0
556,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,6,0.1071,17203.0
557,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,1,0.1072,14044.0
558,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,5,0.1073,13302.0
559,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,2,0.1075,12158.0
560,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,8,0.1091,9266.0
561,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,0,0.107,12440.0
562,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,7,0.1068,14651.0
563,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,9,0.107,16037.0
564,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,3,0.1062,12935.0
565,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,4,0.1076,14589.0
566,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,5,0.1134,13033.0
567,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,8,0.1075,9404.0
568,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,2,0.1073,12757.0
569,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,6,0.1079,18399.0
570,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,1,0.1072,13797.0
571,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,3,0.1058,12872.0
572,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,4,0.1074,14475.0
573,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,0,0.1073,13098.0
574,1461,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,7,0.1073,14990.0
575,1461,return_estimate_on_incomplete_runs,False,5,0.1088,12604.0
576,1461,return_estimate_on_incomplete_runs,False,2,0.1076,11508.0
577,1461,return_estimate_on_incomplete_runs,False,8,0.1091,9232.0
578,1461,return_estimate_on_incomplete_runs,False,6,0.1071,15519.0
579,1461,return_estimate_on_incomplete_runs,False,1,0.1073,13061.0
580,1461,return_estimate_on_incomplete_runs,False,3,0.1058,11340.0
581,1461,return_estimate_on_incomplete_runs,False,4,0.1076,14384.0
582,1461,return_estimate_on_incomplete_runs,False,0,0.107,12361.0
583,1461,return_estimate_on_incomplete_runs,False,7,0.1073,15018.0
584,1461,return_estimate_on_incomplete_runs,True,1,0.1073,13133.0
585,1461,return_estimate_on_incomplete_runs,True,6,0.1071,15473.0
586,1461,return_estimate_on_incomplete_runs,True,2,0.1076,11451.0
587,1461,return_estimate_on_incomplete_runs,True,8,0.1091,9321.0
588,1461,return_estimate_on_incomplete_runs,True,5,0.1088,12726.0
589,1461,return_estimate_on_incomplete_runs,True,7,0.1073,14981.0
590,1461,return_estimate_on_incomplete_runs,True,0,0.107,12222.0
591,1461,return_estimate_on_incomplete_runs,True,4,0.1076,14328.0
592,1461,return_estimate_on_incomplete_runs,True,9,0.1073,15262.0
593,1461,return_estimate_on_incomplete_runs,True,3,0.1058,11286.0
594,1461,base,2,7,0.1073,15013.0
595,1461,base,2,9,0.1073,15381.0
596,1461,base,2,3,0.1058,11506.0
597,1461,base,2,4,0.1076,14612.0
598,1461,base,2,6,0.1071,15926.0
599,1461,base,2,5,0.1088,12690.0
600,1461,base,2,2,0.1076,11489.0
601,1461,base,2,8,0.1091,9352.0
602,1461,base,4,2,0.1065,16997.0
603,1461,base,4,8,0.107,14090.0
604,1461,base,4,5,0.1066,19830.0
605,1461,base,4,1,0.1066,21863.0
606,1461,base,4,6,0.1079,22646.0
607,1461,base,4,4,,22280.0
608,1461,base,4,9,0.1073,23779.0
609,1461,base,4,3,0.1058,19626.0
610,1461,base,4,7,0.1073,22863.0
611,1461,base,4,0,0.1075,17393.0
612,1461,base,3,1,,21704.0
613,1461,base,3,5,0.1066,17738.0
614,1461,base,3,8,0.1105,13143.0
615,1461,base,3,2,,16756.0
616,1461,base,3,0,0.1064,17021.0
617,1461,base,3,7,0.1072,21399.0
618,1461,base,3,3,0.106,16877.0
619,1461,base,3,9,0.1064,22268.0
620,1461,base,3,4,0.1079,21071.0
621,1461,max_conf_interval_size_default,0.07,7,0.1073,14919.0
622,1461,max_conf_interval_size_default,0.07,0,0.107,11646.0
623,1461,max_conf_interval_size_default,0.07,4,0.1076,14234.0
624,1461,max_conf_interval_size_default,0.07,9,0.1073,15347.0
625,1461,max_conf_interval_size_default,0.07,1,0.1073,12842.0
626,1461,max_conf_interval_size_default,0.07,6,0.1071,15179.0
627,1461,max_conf_interval_size_default,0.07,2,0.1076,11267.0
628,1461,max_conf_interval_size_default,0.07,8,0.1091,9387.0
629,1461,max_conf_interval_size_default,0.07,5,0.1088,12998.0
630,1461,max_conf_interval_size_default,0.1,2,0.1076,11321.0
631,1461,max_conf_interval_size_default,0.1,8,0.1091,9195.0
632,1461,max_conf_interval_size_default,0.1,5,0.1088,12689.0
633,1461,max_conf_interval_size_default,0.1,1,0.1073,13034.0
634,1461,max_conf_interval_size_default,0.1,6,0.1071,15648.0
635,1461,max_conf_interval_size_default,0.1,4,0.1076,14392.0
636,1461,max_conf_interval_size_default,0.1,9,0.1073,15754.0
637,1461,max_conf_interval_size_default,0.1,3,0.1058,11501.0
638,1461,max_conf_interval_size_default,0.1,7,0.1073,15112.0
639,1461,max_conf_interval_size_default,0.1,0,0.107,12096.0
640,1461,max_conf_interval_size_default,0.04,0,0.1078,12286.0
641,1461,max_conf_interval_size_default,0.04,7,0.1073,14653.0
642,1461,max_conf_interval_size_default,0.04,9,0.1073,15435.0
643,1461,max_conf_interval_size_default,0.04,3,0.1058,11638.0
644,1461,max_conf_interval_size_default,0.04,4,0.1077,14423.0
645,1461,max_conf_interval_size_default,0.04,6,0.1071,15084.0
646,1461,max_conf_interval_size_default,0.04,1,0.1073,12744.0
647,1461,max_conf_interval_size_default,0.04,5,0.1088,12616.0
648,1461,max_conf_interval_size_default,0.04,2,0.1076,10984.0
649,1461,max_conf_interval_size_default,0.04,8,0.1091,9234.0
650,1461,max_conf_interval_size_default,0.01,8,0.1104,10084.0
651,1461,max_conf_interval_size_default,0.01,2,0.1074,12031.0
652,1461,max_conf_interval_size_default,0.01,5,0.1091,14155.0
653,1461,max_conf_interval_size_default,0.01,1,0.1067,12709.0
654,1461,max_conf_interval_size_default,0.01,6,0.1068,14762.0
655,1461,max_conf_interval_size_default,0.01,4,0.1074,14069.0
656,1461,max_conf_interval_size_default,0.01,3,0.106,11154.0
657,1461,max_conf_interval_size_default,0.01,9,0.1073,15651.0
658,1461,max_conf_interval_size_default,0.01,7,0.1073,15825.0
659,1461,max_conf_interval_size_default,0.01,0,0.1073,12311.0
660,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,7,0.0006,4919.0
661,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,0,0.0021,4094.0
662,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,4,0.0005,5001.0
663,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,3,0.0002,4217.0
664,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,9,0.0004,5200.0
665,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,1,0.0071,5407.0
666,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,6,0.0008,5572.0
667,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,8,0.0023,3963.0
668,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,2,0.0005,5005.0
669,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,5,0.0042,5449.0
