,dataset_id,hyperparameter_name,hyperparameter_value,seed,error_rate,runtime
670,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,9,0.0004,5761.0
671,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,3,0.0039,4435.0
672,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,4,0.0008,5175.0
673,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,0,0.0021,4475.0
674,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,7,0.0036,5239.0
675,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,5,0.0042,5556.0
676,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,2,0.004,5085.0
677,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,8,0.0002,4204.0
678,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,6,0.0007,5727.0
679,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,1,0.0002,5766.0
680,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,1,0.0071,5648.0
681,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,6,0.001,5706.0
682,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,2,0.004,4968.0
683,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,8,0.0002,4001.0
684,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,5,0.0042,5542.0
685,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,7,0.0036,5249.0
686,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,0,0.0021,4280.0
687,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,4,0.0005,5144.0
688,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,9,0.0004,5600.0
689,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,3,0.0039,4378.0
690,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,6,0.0008,5720.0
691,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,1,0.0071,5489.0
692,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,5,0.0042,5376.0
693,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,8,0.0023,3922.0
694,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,2,0.0005,4948.0
695,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,0,0.0021,4063.0
696,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,7,0.0006,4838.0
697,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,3,0.0002,4298.0
698,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,9,0.0004,5175.0
699,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,4,0.0005,5016.0
700,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,1,0.0071,5491.0
701,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,6,0.0008,5587.0
702,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,8,0.0023,3788.0
703,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,2,0.0003,4801.0
704,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,5,0.0042,5381.0
705,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,7,0.0006,5087.0
706,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,0,0.0021,4230.0
707,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,4,0.0005,5055.0
708,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,3,0.0002,4191.0
709,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,9,0.0004,5249.0
710,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,6,0.001,5700.0
711,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,1,0.0071,5635.0
712,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,5,0.0042,5536.0
713,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,2,0.004,5029.0
714,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,8,0.0002,3968.0
715,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,0,0.0021,4274.0
716,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,7,0.0006,5178.0
717,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,9,0.0004,5678.0
718,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,3,0.0039,4320.0
719,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,4,0.0005,5148.0
720,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,8,0.0023,3811.0
721,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,2,0.004,4930.0
722,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,5,0.0042,5366.0
723,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,1,0.0071,5420.0
724,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,6,0.001,5602.0
725,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,4,0.0005,5185.0
726,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,3,0.0002,4194.0
727,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,9,0.0004,5346.0
728,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,7,0.0006,4989.0
729,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,0,0.0021,4217.0
730,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,0,0.0021,4237.0
731,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,7,0.0006,5032.0
732,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,9,0.0004,5352.0
733,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,3,0.0039,4207.0
734,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,4,0.0005,5122.0
735,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,6,0.001,5686.0
736,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,1,0.0071,5552.0
737,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,5,0.0042,5429.0
738,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,2,0.004,4930.0
739,40975,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,8,0.0023,3867.0
740,40975,max_conf_interval_size_default,0.07,3,0.0039,4297.0
741,40975,max_conf_interval_size_default,0.07,9,0.0004,5602.0
742,40975,max_conf_interval_size_default,0.07,4,0.0005,4748.0
743,40975,max_conf_interval_size_default,0.07,0,0.0021,3793.0
744,40975,max_conf_interval_size_default,0.07,7,0.0006,5144.0
745,40975,max_conf_interval_size_default,0.07,5,0.0042,5387.0
746,40975,max_conf_interval_size_default,0.07,8,0.0023,4341.0
747,40975,max_conf_interval_size_default,0.07,2,0.004,4861.0
748,40975,max_conf_interval_size_default,0.07,6,0.001,5794.0
749,40975,max_conf_interval_size_default,0.07,1,0.0071,5458.0
750,40975,max_conf_interval_size_default,0.04,6,0.0007,7129.0
751,40975,max_conf_interval_size_default,0.04,1,0.0071,6457.0
752,40975,max_conf_interval_size_default,0.04,5,0.0042,6283.0
753,40975,max_conf_interval_size_default,0.04,2,0.0005,5814.0
754,40975,max_conf_interval_size_default,0.04,8,0.0025,4677.0
755,40975,max_conf_interval_size_default,0.04,0,0.0051,4796.0
756,40975,max_conf_interval_size_default,0.04,7,0.0006,6310.0
757,40975,max_conf_interval_size_default,0.04,9,0.0004,6577.0
758,40975,max_conf_interval_size_default,0.04,3,0.0036,4938.0
759,40975,max_conf_interval_size_default,0.04,4,0.0007,5686.0
760,40975,max_conf_interval_size_default,0.1,0,0.0021,4184.0
761,40975,max_conf_interval_size_default,0.1,7,0.0006,5007.0
762,40975,max_conf_interval_size_default,0.1,9,0.0004,5269.0
763,40975,max_conf_interval_size_default,0.1,3,0.0002,4168.0
764,40975,max_conf_interval_size_default,0.1,4,0.0005,5112.0
765,40975,max_conf_interval_size_default,0.1,6,0.001,5633.0
766,40975,max_conf_interval_size_default,0.1,1,0.0071,5436.0
767,40975,max_conf_interval_size_default,0.1,5,0.0042,5373.0
768,40975,max_conf_interval_size_default,0.1,2,0.0003,4850.0
769,40975,max_conf_interval_size_default,0.1,8,0.0023,3874.0
770,40975,max_conf_interval_size_default,0.01,4,0.0005,7045.0
771,40975,max_conf_interval_size_default,0.01,3,0.004,6531.0
772,40975,max_conf_interval_size_default,0.01,9,0.0004,8387.0
773,40975,max_conf_interval_size_default,0.01,7,0.0061,7497.0
774,40975,max_conf_interval_size_default,0.01,0,0.0021,6435.0
775,40975,max_conf_interval_size_default,0.01,8,0.0013,5865.0
776,40975,max_conf_interval_size_default,0.01,2,0.0005,7705.0
777,40975,max_conf_interval_size_default,0.01,5,0.0042,7658.0
778,40975,max_conf_interval_size_default,0.01,1,0.0071,7832.0
779,40975,max_conf_interval_size_default,0.01,6,0.0007,8885.0
780,40975,return_estimate_on_incomplete_runs,False,9,0.0004,5315.0
781,40975,return_estimate_on_incomplete_runs,False,3,0.0002,4202.0
782,40975,return_estimate_on_incomplete_runs,False,4,0.0005,5022.0
783,40975,return_estimate_on_incomplete_runs,False,0,0.0021,4155.0
784,40975,return_estimate_on_incomplete_runs,False,7,0.0006,5005.0
785,40975,return_estimate_on_incomplete_runs,False,5,0.0042,5350.0
786,40975,return_estimate_on_incomplete_runs,False,2,0.0003,4900.0
787,40975,return_estimate_on_incomplete_runs,False,8,0.0023,3848.0
788,40975,return_estimate_on_incomplete_runs,False,6,0.001,5604.0
789,40975,return_estimate_on_incomplete_runs,False,1,0.0071,5516.0
790,40975,return_estimate_on_incomplete_runs,True,2,0.0003,4949.0
791,40975,return_estimate_on_incomplete_runs,True,8,0.0023,3773.0
792,40975,return_estimate_on_incomplete_runs,True,5,0.0042,5387.0
793,40975,return_estimate_on_incomplete_runs,True,1,0.0071,5348.0
794,40975,return_estimate_on_incomplete_runs,True,6,0.001,5596.0
795,40975,return_estimate_on_incomplete_runs,True,4,0.0005,5003.0
796,40975,return_estimate_on_incomplete_runs,True,9,0.0004,5283.0
797,40975,return_estimate_on_incomplete_runs,True,3,0.0002,4200.0
798,40975,return_estimate_on_incomplete_runs,True,7,0.0006,5023.0
799,40975,return_estimate_on_incomplete_runs,True,0,0.0021,4194.0
800,40975,base,4,4,0.0005,5537.0
801,40975,base,4,9,0.0004,5997.0
802,40975,base,4,3,0.004,4456.0
803,40975,base,4,7,0.0004,5788.0
804,40975,base,4,0,0.0027,3980.0
805,40975,base,4,2,0.0005,5828.0
806,40975,base,4,8,0.0013,4458.0
807,40975,base,4,5,0.0075,5135.0
808,40975,base,4,1,0.0002,6420.0
809,40975,base,4,6,0.0007,6169.0
810,40975,base,3,8,0.0044,4674.0
811,40975,base,3,2,0.0005,5998.0
812,40975,base,3,5,0.0042,5820.0
813,40975,base,3,1,0.0071,6592.0
814,40975,base,3,6,0.001,6966.0
815,40975,base,3,4,0.0005,6057.0
816,40975,base,3,3,0.0039,4718.0
817,40975,base,3,9,0.0004,6202.0
818,40975,base,3,7,0.0101,5654.0
819,40975,base,3,0,0.0021,4577.0
820,40975,base,2,3,0.0002,4210.0
821,40975,base,2,9,0.0004,5293.0
822,40975,base,2,4,0.0005,5080.0
823,40975,base,2,7,0.0006,5157.0
824,40975,base,2,5,0.0042,5461.0
825,40975,base,2,8,0.0023,3804.0
826,40975,base,2,6,0.001,5522.0
827,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,7,0.1924,3924.0
828,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,0,0.1628,3619.0
829,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,4,0.166,3118.0
830,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,9,0.1564,5135.0
831,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,3,0.154,3761.0
832,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,1,0.1702,4093.0
833,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,6,0.1604,5240.0
834,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,2,0.1613,3951.0
835,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,8,0.1539,3370.0
836,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,5,0.1749,4729.0
837,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,0,0.1628,3630.0
838,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,7,0.1924,3922.0
839,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,9,0.1564,5148.0
840,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,3,0.154,3859.0
841,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,4,0.166,3110.0
842,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,6,0.1604,5243.0
843,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,1,0.1702,4072.0
844,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,5,0.1749,4712.0
845,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,2,0.1613,3872.0
846,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,8,0.1539,3276.0
847,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,5,0.1749,4609.0
848,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,2,0.1613,3870.0
849,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,8,0.1539,3279.0
850,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,6,0.1604,5252.0
851,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,1,0.1702,4094.0
852,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,9,0.1564,5071.0
853,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,3,0.154,3755.0
854,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,4,0.166,3148.0
855,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,0,0.1628,3577.0
856,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,7,0.1924,3925.0
857,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,0,0.1628,3553.0
858,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,7,0.1924,3902.0
859,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,9,0.1564,5120.0
860,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,3,0.154,3896.0
861,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,4,0.166,3113.0
862,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,6,0.1604,5347.0
863,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,1,0.1702,4084.0
864,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,5,0.1749,4699.0
865,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,2,0.1613,3825.0
866,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,8,0.1539,3278.0
867,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,9,0.1564,5112.0
868,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,3,0.154,3761.0
869,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,4,0.166,3131.0
870,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,0,0.1628,3575.0
871,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,7,0.1924,3976.0
872,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,5,0.1749,4613.0
873,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,2,0.1613,3899.0
874,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,8,0.1539,3266.0
875,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,6,0.1604,5295.0
876,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,1,0.1702,4201.0
877,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,4,0.166,3087.0
878,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,9,0.1564,5124.0
879,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,3,0.154,3801.0
880,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,7,0.1924,3921.0
881,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,0,0.1628,3571.0
882,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,2,0.1613,3835.0
883,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,8,0.1539,3323.0
884,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,5,0.1749,4708.0
885,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,1,0.1702,4066.0
886,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,6,0.1604,5233.0
887,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,4,0.166,3103.0
888,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,3,0.154,3749.0
889,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,9,0.1564,5096.0
890,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,7,0.1924,3879.0
891,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,0,0.1628,3594.0
892,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,8,0.1539,3313.0
893,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,2,0.1613,3801.0
894,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,5,0.1749,4767.0
895,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,1,0.1702,4070.0
896,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,6,0.1604,5242.0
897,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,9,0.1564,5046.0
898,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,3,0.154,3807.0
899,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,4,0.166,3234.0
900,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,0,0.1628,3560.0
901,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,7,0.1924,3943.0
902,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,5,0.1749,4622.0
903,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,2,0.1613,3864.0
904,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,8,0.1539,3241.0
905,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,6,0.1604,5246.0
906,54,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,1,0.1702,4092.0
907,54,return_estimate_on_incomplete_runs,False,7,0.1924,3926.0
908,54,return_estimate_on_incomplete_runs,False,0,0.1628,3610.0
909,54,return_estimate_on_incomplete_runs,False,4,0.166,3170.0
910,54,return_estimate_on_incomplete_runs,False,9,0.1564,5052.0
911,54,return_estimate_on_incomplete_runs,False,3,0.154,3832.0
912,54,return_estimate_on_incomplete_runs,False,1,0.1702,4072.0
913,54,return_estimate_on_incomplete_runs,False,6,0.1604,5245.0
914,54,return_estimate_on_incomplete_runs,False,2,0.1613,3870.0
915,54,return_estimate_on_incomplete_runs,False,8,0.1539,3276.0
916,54,return_estimate_on_incomplete_runs,False,5,0.1749,4715.0
917,54,return_estimate_on_incomplete_runs,True,6,0.1604,5294.0
918,54,return_estimate_on_incomplete_runs,True,1,0.1702,4054.0
919,54,return_estimate_on_incomplete_runs,True,5,0.1749,4573.0
920,54,return_estimate_on_incomplete_runs,True,8,0.1539,3311.0
921,54,return_estimate_on_incomplete_runs,True,2,0.1613,3833.0
922,54,return_estimate_on_incomplete_runs,True,0,0.1628,3630.0
923,54,return_estimate_on_incomplete_runs,True,7,0.1924,3949.0
924,54,return_estimate_on_incomplete_runs,True,3,0.154,3722.0
925,54,return_estimate_on_incomplete_runs,True,9,0.1564,5224.0
926,54,return_estimate_on_incomplete_runs,True,4,0.166,3065.0
927,54,max_conf_interval_size_default,0.07,5,0.1749,5559.0
928,54,max_conf_interval_size_default,0.07,8,0.1539,3813.0
929,54,max_conf_interval_size_default,0.07,2,0.1789,4126.0
930,54,max_conf_interval_size_default,0.07,6,0.1604,5866.0
931,54,max_conf_interval_size_default,0.07,1,0.1702,4477.0
932,54,max_conf_interval_size_default,0.07,3,0.154,4108.0
933,54,max_conf_interval_size_default,0.07,9,0.1564,5752.0
934,54,max_conf_interval_size_default,0.07,4,0.1791,3824.0
935,54,max_conf_interval_size_default,0.07,0,0.1668,3762.0
936,54,max_conf_interval_size_default,0.07,7,0.192,4887.0
937,54,max_conf_interval_size_default,0.04,0,0.1668,4633.0
938,54,max_conf_interval_size_default,0.04,7,0.1996,6204.0
939,54,max_conf_interval_size_default,0.04,9,0.1564,6223.0
940,54,max_conf_interval_size_default,0.04,3,0.1605,5394.0
941,54,max_conf_interval_size_default,0.04,4,0.1791,4659.0
942,54,max_conf_interval_size_default,0.04,6,0.1604,6486.0
943,54,max_conf_interval_size_default,0.04,1,0.1702,5409.0
944,54,max_conf_interval_size_default,0.04,5,0.1749,6306.0
945,54,max_conf_interval_size_default,0.04,2,0.1613,5494.0
946,54,max_conf_interval_size_default,0.04,8,0.1539,4851.0
947,54,max_conf_interval_size_default,0.1,0,0.1628,3509.0
948,54,max_conf_interval_size_default,0.1,7,0.1924,3944.0
949,54,max_conf_interval_size_default,0.1,3,0.154,3752.0
950,54,max_conf_interval_size_default,0.1,9,0.1564,5051.0
951,54,max_conf_interval_size_default,0.1,4,0.166,3063.0
952,54,max_conf_interval_size_default,0.1,6,0.1604,5311.0
953,54,max_conf_interval_size_default,0.1,1,0.1702,4178.0
954,54,max_conf_interval_size_default,0.1,5,0.1749,4667.0
955,54,max_conf_interval_size_default,0.1,8,0.1539,3306.0
956,54,max_conf_interval_size_default,0.1,2,0.1613,3826.0
957,54,max_conf_interval_size_default,0.01,0,0.1668,5064.0
958,54,max_conf_interval_size_default,0.01,7,0.1805,6799.0
959,54,max_conf_interval_size_default,0.01,3,0.1605,5959.0
960,54,max_conf_interval_size_default,0.01,9,0.1564,7401.0
961,54,max_conf_interval_size_default,0.01,4,0.166,5516.0
962,54,max_conf_interval_size_default,0.01,6,0.1604,7008.0
963,54,max_conf_interval_size_default,0.01,1,0.1702,6227.0
964,54,max_conf_interval_size_default,0.01,5,0.1749,6945.0
965,54,max_conf_interval_size_default,0.01,8,0.1535,5429.0
966,54,max_conf_interval_size_default,0.01,2,0.2153,5933.0
967,54,base,2,9,0.1564,5013.0
968,54,base,2,4,0.166,3163.0
969,54,base,2,7,0.1924,3959.0
970,54,base,2,5,0.1749,4596.0
971,54,base,2,8,0.1539,3319.0
972,54,base,2,6,0.1604,5331.0
973,54,base,3,5,0.1528,5373.0
974,54,base,3,8,0.1658,4174.0
975,54,base,3,2,0.1615,4718.0
976,54,base,3,6,0.1604,5694.0
977,54,base,3,1,0.1702,5870.0
978,54,base,3,3,0.1605,4110.0
979,54,base,3,9,0.1564,5435.0
980,54,base,3,4,0.1569,4065.0
981,54,base,3,0,0.1628,3947.0
982,54,base,3,7,0.1967,5223.0
983,54,base,4,6,0.1604,4802.0
984,54,base,4,1,0.1702,4327.0
985,54,base,4,5,0.1528,4160.0
986,54,base,4,8,0.1505,3269.0
987,54,base,4,2,0.1612,3889.0
988,54,base,4,0,0.1628,2994.0
989,54,base,4,7,0.1805,4172.0
990,54,base,4,3,0.1605,3187.0
991,54,base,4,9,0.1564,4169.0
992,54,base,4,4,0.1569,3225.0
993,1486,return_estimate_on_incomplete_runs,True,9,0.0506,25763.0
994,1486,return_estimate_on_incomplete_runs,True,3,0.0534,17957.0
995,1486,return_estimate_on_incomplete_runs,True,4,0.0527,22798.0
996,1486,return_estimate_on_incomplete_runs,True,0,0.0534,18969.0
997,1486,return_estimate_on_incomplete_runs,True,7,0.0627,17634.0
998,1486,return_estimate_on_incomplete_runs,True,5,0.0556,21492.0
999,1486,return_estimate_on_incomplete_runs,True,2,0.0527,24339.0
1000,1486,return_estimate_on_incomplete_runs,True,8,0.051,12542.0
1001,1486,return_estimate_on_incomplete_runs,True,6,0.0577,22657.0
1002,1486,return_estimate_on_incomplete_runs,True,1,0.0603,17516.0
1003,1486,return_estimate_on_incomplete_runs,False,1,0.0603,17490.0
1004,1486,return_estimate_on_incomplete_runs,False,6,0.0577,21902.0
1005,1486,return_estimate_on_incomplete_runs,False,2,0.0527,23663.0
1006,1486,return_estimate_on_incomplete_runs,False,8,0.051,12650.0
1007,1486,return_estimate_on_incomplete_runs,False,5,0.0556,21485.0
1008,1486,return_estimate_on_incomplete_runs,False,7,0.0627,18453.0
1009,1486,return_estimate_on_incomplete_runs,False,0,0.0534,18607.0
1010,1486,return_estimate_on_incomplete_runs,False,4,0.0527,22498.0
1011,1486,return_estimate_on_incomplete_runs,False,9,0.0506,25496.0
1012,1486,return_estimate_on_incomplete_runs,False,3,0.0534,17907.0
1013,1486,base,4,0,0.0578,21141.0
1014,1486,base,4,7,0.0521,25999.0
1015,1486,base,4,3,0.0543,23414.0
1016,1486,base,4,9,0.0515,28410.0
1017,1486,base,4,4,0.0516,25745.0
