openmlid,learner,train_size,seed,traintime,error_rate
40701,<class 'sklearn.naive_bayes.BernoulliNB'>,256,1,3,0.1540893760539629
40701,<class 'sklearn.naive_bayes.BernoulliNB'>,512,1,3,0.14795008912655971
40701,<class 'sklearn.naive_bayes.BernoulliNB'>,1024,1,4,0.15241448692152915
40701,<class 'sklearn.naive_bayes.BernoulliNB'>,2048,1,5,0.14735772357723576
40701,<class 'sklearn.naive_bayes.BernoulliNB'>,4096,1,8,0.16039823008849566
40701,<class 'sklearn.naive_bayes.MultinomialNB'>,2,1,1,0.14145658263305327
40701,<class 'sklearn.naive_bayes.MultinomialNB'>,4,1,1,0.14151321056845478
40701,<class 'sklearn.naive_bayes.MultinomialNB'>,8,1,1,0.2924679487179487
40701,<class 'sklearn.naive_bayes.MultinomialNB'>,16,1,1,0.2877207062600321
40701,<class 'sklearn.naive_bayes.MultinomialNB'>,32,1,1,0.3967391304347826
40701,<class 'sklearn.naive_bayes.MultinomialNB'>,64,1,1,0.4301053484602917
40701,<class 'sklearn.naive_bayes.MultinomialNB'>,128,1,2,0.4226190476190477
40701,<class 'sklearn.naive_bayes.MultinomialNB'>,256,1,2,0.4314924114671164
40701,<class 'sklearn.naive_bayes.MultinomialNB'>,512,1,2,0.4594474153297683
40701,<class 'sklearn.naive_bayes.MultinomialNB'>,1024,1,3,0.4559859154929578
40701,<class 'sklearn.naive_bayes.MultinomialNB'>,2048,1,5,0.4346205962059621
40701,<class 'sklearn.naive_bayes.MultinomialNB'>,4096,1,8,0.42256637168141603
40701,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,8,1,108,0.14142628205128205
40701,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,16,1,106,0.141653290529695
40701,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,32,1,107,0.14170692431561993
40701,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,64,1,114,0.14161264181523506
40701,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,128,1,112,0.14511494252873558
40701,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,256,1,124,0.14671163575042154
40701,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,512,1,123,0.15129233511586448
40701,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,1024,1,143,0.13807847082494973
40701,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,2048,1,209,0.1392276422764228
40701,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,4096,1,78,0.14048672566371678
40701,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,2,1,83,0.14145658263305327
40701,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,4,1,79,0.14151321056845478
40701,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,8,1,102,0.14302884615384615
40701,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,16,1,96,0.1420545746388443
40701,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,32,1,100,0.14130434782608692
40701,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,64,1,104,0.1379659643435981
40701,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,128,1,111,0.12787356321839086
40701,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,256,1,122,0.11783305227655982
40701,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,512,1,143,0.09937611408199644
40701,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,1024,1,171,0.08400402414486917
40701,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,2048,1,226,0.07147696476964771
40701,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,4096,1,334,0.06747787610619471
40701,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,2,1,109,0.14145658263305327
40701,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,4,1,119,0.14151321056845478
40701,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,8,1,124,0.14142628205128205
40701,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,16,1,131,0.141653290529695
40701,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,32,1,128,0.14170692431561993
40701,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,64,1,136,0.14222042139384114
40701,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,128,1,126,0.1334154351395731
40701,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,256,1,145,0.12204890387858347
40701,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,512,1,180,0.0933600713012478
40701,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,1024,1,240,0.0689134808853119
40701,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,2048,1,373,0.054200542005420016
40701,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,4096,1,684,0.05199115044247793
40685,<class 'sklearn.svm._classes.LinearSVC'>,2,0,1,0.16149999999999998
40685,<class 'sklearn.svm._classes.LinearSVC'>,4,0,1,0.15680000000000005
40685,<class 'sklearn.svm._classes.LinearSVC'>,8,0,1,0.16259999999999994
40685,<class 'sklearn.svm._classes.LinearSVC'>,16,0,2,0.139
40685,<class 'sklearn.svm._classes.LinearSVC'>,32,0,3,0.5609
40685,<class 'sklearn.svm._classes.LinearSVC'>,64,0,5,0.15149999999999994
40685,<class 'sklearn.svm._classes.LinearSVC'>,128,0,9,0.10219999999999996
40685,<class 'sklearn.svm._classes.LinearSVC'>,256,0,16,0.1341
40685,<class 'sklearn.svm._classes.LinearSVC'>,512,0,33,0.11419999999999995
40685,<class 'sklearn.svm._classes.LinearSVC'>,1024,0,67,0.08509999999999995
40685,<class 'sklearn.svm._classes.LinearSVC'>,2048,0,178,0.08950000000000002
40685,<class 'sklearn.svm._classes.LinearSVC'>,4096,0,495,0.0857
40685,<class 'sklearn.svm._classes.LinearSVC'>,8192,0,1176,0.038100000000000016
40685,<class 'sklearn.svm._classes.LinearSVC'>,16384,0,2862,0.1968
40685,<class 'sklearn.svm._classes.LinearSVC'>,32768,0,6012,0.07120000000000004
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,2,0,1,0.1644
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,4,0,1,0.2137
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,8,0,1,0.1644
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,16,0,1,0.1663
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,32,0,1,0.14280000000000004
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,64,0,1,0.09640000000000004
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,128,0,1,0.0059000000000000155
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,256,0,1,0.0059000000000000155
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,512,0,2,0.0060999999999999934
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,1024,0,3,0.0041999999999999815
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,2048,0,4,0.0040000000000000036
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,4096,0,8,0.0017000000000000348
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,8192,0,14,0.0014999999999999456
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,16384,0,32,0.0008000000000000228
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,32768,0,73,0.00029999999999996696
40685,<class 'sklearn.tree._classes.ExtraTreeClassifier'>,2,0,1,0.7893
40685,<class 'sklearn.tree._classes.ExtraTreeClassifier'>,4,0,1,0.20909999999999995
40685,<class 'sklearn.tree._classes.ExtraTreeClassifier'>,8,0,1,0.2583
40685,<class 'sklearn.tree._classes.ExtraTreeClassifier'>,16,0,1,0.10199999999999998
40685,<class 'sklearn.tree._classes.ExtraTreeClassifier'>,32,0,2,0.15569999999999995
40685,<class 'sklearn.tree._classes.ExtraTreeClassifier'>,64,0,1,0.07779999999999998
40685,<class 'sklearn.tree._classes.ExtraTreeClassifier'>,128,0,1,0.0797
40685,<class 'sklearn.tree._classes.ExtraTreeClassifier'>,256,0,1,0.029299999999999993
40685,<class 'sklearn.tree._classes.ExtraTreeClassifier'>,512,0,2,0.014299999999999981
40685,<class 'sklearn.tree._classes.ExtraTreeClassifier'>,1024,0,2,0.003000000000000003
40685,<class 'sklearn.tree._classes.ExtraTreeClassifier'>,2048,0,3,0.004700000000000038
40685,<class 'sklearn.tree._classes.ExtraTreeClassifier'>,4096,0,5,0.003000000000000003
40685,<class 'sklearn.tree._classes.ExtraTreeClassifier'>,8192,0,8,0.0024999999999999467
40685,<class 'sklearn.tree._classes.ExtraTreeClassifier'>,16384,0,15,0.00109999999999999
40685,<class 'sklearn.tree._classes.ExtraTreeClassifier'>,32768,0,31,0.0010000000000000009
40685,<class 'sklearn.linear_model._logistic.LogisticRegression'>,2,0,7,0.6745
40685,<class 'sklearn.linear_model._logistic.LogisticRegression'>,4,0,8,0.16110000000000002
40685,<class 'sklearn.linear_model._logistic.LogisticRegression'>,8,0,9,0.16879999999999995
40685,<class 'sklearn.linear_model._logistic.LogisticRegression'>,16,0,27,0.1271
40685,<class 'sklearn.linear_model._logistic.LogisticRegression'>,32,0,22,0.1442
40685,<class 'sklearn.linear_model._logistic.LogisticRegression'>,64,0,23,0.08979999999999999
40685,<class 'sklearn.linear_model._logistic.LogisticRegression'>,128,0,28,0.09489999999999996
40685,<class 'sklearn.linear_model._logistic.LogisticRegression'>,256,0,30,0.08540000000000003
40685,<class 'sklearn.linear_model._logistic.LogisticRegression'>,512,0,44,0.08530000000000004
40685,<class 'sklearn.linear_model._logistic.LogisticRegression'>,1024,0,82,0.07909999999999995
40685,<class 'sklearn.linear_model._logistic.LogisticRegression'>,2048,0,117,0.08520000000000005
40685,<class 'sklearn.linear_model._logistic.LogisticRegression'>,4096,0,209,0.07930000000000004
40685,<class 'sklearn.linear_model._logistic.LogisticRegression'>,8192,0,328,0.07850000000000001
40685,<class 'sklearn.linear_model._logistic.LogisticRegression'>,16384,0,721,0.08189999999999997
40685,<class 'sklearn.linear_model._logistic.LogisticRegression'>,32768,0,1469,0.07940000000000003
40685,<class 'sklearn.linear_model._passive_aggressive.PassiveAggressiveClassifier'>,2,0,1,0.1612
40685,<class 'sklearn.linear_model._passive_aggressive.PassiveAggressiveClassifier'>,4,0,1,0.15739999999999998
40685,<class 'sklearn.linear_model._passive_aggressive.PassiveAggressiveClassifier'>,8,0,1,0.16610000000000005
40685,<class 'sklearn.linear_model._passive_aggressive.PassiveAggressiveClassifier'>,16,0,2,0.13270000000000004
40685,<class 'sklearn.linear_model._passive_aggressive.PassiveAggressiveClassifier'>,32,0,2,0.13690000000000002
40685,<class 'sklearn.linear_model._passive_aggressive.PassiveAggressiveClassifier'>,64,0,3,0.2429
40685,<class 'sklearn.linear_model._passive_aggressive.PassiveAggressiveClassifier'>,128,0,3,0.12360000000000004
40685,<class 'sklearn.linear_model._passive_aggressive.PassiveAggressiveClassifier'>,256,0,3,0.15549999999999994
40685,<class 'sklearn.linear_model._passive_aggressive.PassiveAggressiveClassifier'>,512,0,3,0.07850000000000001
40685,<class 'sklearn.linear_model._passive_aggressive.PassiveAggressiveClassifier'>,1024,0,6,0.12270000000000005
40685,<class 'sklearn.linear_model._passive_aggressive.PassiveAggressiveClassifier'>,2048,0,9,0.13349999999999995
40685,<class 'sklearn.linear_model._passive_aggressive.PassiveAggressiveClassifier'>,4096,0,17,0.15959999999999994
40685,<class 'sklearn.linear_model._passive_aggressive.PassiveAggressiveClassifier'>,8192,0,26,0.12170000000000004
40685,<class 'sklearn.linear_model._passive_aggressive.PassiveAggressiveClassifier'>,16384,0,52,0.12039999999999995
40685,<class 'sklearn.linear_model._passive_aggressive.PassiveAggressiveClassifier'>,32768,0,106,0.0979
40685,<class 'sklearn.linear_model._perceptron.Perceptron'>,2,0,1,0.5614
40685,<class 'sklearn.linear_model._perceptron.Perceptron'>,4,0,1,0.15600000000000006
40685,<class 'sklearn.linear_model._perceptron.Perceptron'>,8,0,1,0.15759999999999996
40685,<class 'sklearn.linear_model._perceptron.Perceptron'>,16,0,3,0.1654
40685,<class 'sklearn.linear_model._perceptron.Perceptron'>,32,0,3,0.14029999999999998
40685,<class 'sklearn.linear_model._perceptron.Perceptron'>,64,0,3,0.11460000000000005
40685,<class 'sklearn.linear_model._perceptron.Perceptron'>,128,0,4,0.16510000000000002
40685,<class 'sklearn.linear_model._perceptron.Perceptron'>,256,0,3,0.17959999999999998
40685,<class 'sklearn.linear_model._perceptron.Perceptron'>,512,0,4,0.1584
40685,<class 'sklearn.linear_model._perceptron.Perceptron'>,1024,0,6,0.10799999999999996
40685,<class 'sklearn.linear_model._perceptron.Perceptron'>,2048,0,8,0.13870000000000005
40685,<class 'sklearn.linear_model._perceptron.Perceptron'>,4096,0,12,0.08550000000000002
40685,<class 'sklearn.linear_model._perceptron.Perceptron'>,8192,0,30,0.08809999999999996
40685,<class 'sklearn.linear_model._perceptron.Perceptron'>,16384,0,61,0.13890000000000002
40685,<class 'sklearn.linear_model._perceptron.Perceptron'>,32768,0,103,0.09019999999999996
40685,<class 'sklearn.linear_model._ridge.RidgeClassifier'>,2,0,2,0.6745
40685,<class 'sklearn.linear_model._ridge.RidgeClassifier'>,4,0,2,0.14780000000000004
40685,<class 'sklearn.linear_model._ridge.RidgeClassifier'>,8,0,2,0.1542
40685,<class 'sklearn.linear_model._ridge.RidgeClassifier'>,16,0,3,0.14370000000000005
40685,<class 'sklearn.linear_model._ridge.RidgeClassifier'>,32,0,2,0.1451
40685,<class 'sklearn.linear_model._ridge.RidgeClassifier'>,64,0,2,0.134
40685,<class 'sklearn.linear_model._ridge.RidgeClassifier'>,128,0,3,0.14149999999999996
40685,<class 'sklearn.linear_model._ridge.RidgeClassifier'>,256,0,3,0.13490000000000002
40685,<class 'sklearn.linear_model._ridge.RidgeClassifier'>,512,0,3,0.1391
40685,<class 'sklearn.linear_model._ridge.RidgeClassifier'>,1024,0,4,0.13329999999999995
40685,<class 'sklearn.linear_model._ridge.RidgeClassifier'>,2048,0,6,0.132
40685,<class 'sklearn.linear_model._ridge.RidgeClassifier'>,4096,0,10,0.1352
40685,<class 'sklearn.linear_model._ridge.RidgeClassifier'>,8192,0,18,0.12939999999999996
40685,<class 'sklearn.linear_model._ridge.RidgeClassifier'>,16384,0,36,0.1259
40685,<class 'sklearn.linear_model._ridge.RidgeClassifier'>,32768,0,75,0.12939999999999996
40685,<class 'sklearn.linear_model._stochastic_gradient.SGDClassifier'>,2,0,1,0.5614
40685,<class 'sklearn.linear_model._stochastic_gradient.SGDClassifier'>,4,0,1,0.1836
40685,<class 'sklearn.linear_model._stochastic_gradient.SGDClassifier'>,8,0,1,0.16080000000000005
40685,<class 'sklearn.linear_model._stochastic_gradient.SGDClassifier'>,16,0,3,0.1814
40685,<class 'sklearn.linear_model._stochastic_gradient.SGDClassifier'>,32,0,3,0.15590000000000004
40685,<class 'sklearn.linear_model._stochastic_gradient.SGDClassifier'>,64,0,3,0.15990000000000004
40685,<class 'sklearn.linear_model._stochastic_gradient.SGDClassifier'>,128,0,3,0.15380000000000005
40685,<class 'sklearn.linear_model._stochastic_gradient.SGDClassifier'>,256,0,3,0.14329999999999998
40685,<class 'sklearn.linear_model._stochastic_gradient.SGDClassifier'>,512,0,5,0.0959
40685,<class 'sklearn.linear_model._stochastic_gradient.SGDClassifier'>,1024,0,8,0.16090000000000004
40685,<class 'sklearn.linear_model._stochastic_gradient.SGDClassifier'>,2048,0,10,0.09399999999999996
40685,<class 'sklearn.linear_model._stochastic_gradient.SGDClassifier'>,4096,0,24,0.1129
40685,<class 'sklearn.linear_model._stochastic_gradient.SGDClassifier'>,8192,0,44,0.13590000000000002
40685,<class 'sklearn.linear_model._stochastic_gradient.SGDClassifier'>,16384,0,97,0.11619999999999996
40685,<class 'sklearn.linear_model._stochastic_gradient.SGDClassifier'>,32768,0,200,0.1632
40685,<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>,2,0,14,0.2751
40685,<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>,4,0,14,0.2166
40685,<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>,8,0,13,0.1632
40685,<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>,16,0,33,0.141
40685,<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>,32,0,87,0.10760000000000004
40685,<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>,64,0,18,0.16159999999999994
40685,<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>,128,0,28,0.14229999999999998
40685,<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>,256,0,261,0.02349999999999996
40685,<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>,512,0,415,0.011399999999999966
40685,<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>,1024,0,687,0.009800000000000031
40685,<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>,2048,0,1472,0.0060999999999999934
40685,<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>,4096,0,1937,0.00780000000000003
40685,<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>,8192,0,1906,0.002299999999999969
40685,<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>,16384,0,4419,0.0016000000000000456
40685,<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>,32768,0,6655,0.0020000000000000018
40685,<class 'sklearn.discriminant_analysis.LinearDiscriminantAnalysis'>,4,0,5,0.21540000000000006
40685,<class 'sklearn.discriminant_analysis.LinearDiscriminantAnalysis'>,8,0,1,0.15100000000000002
40685,<class 'sklearn.discriminant_analysis.LinearDiscriminantAnalysis'>,16,0,1,0.15249999999999994
40685,<class 'sklearn.discriminant_analysis.LinearDiscriminantAnalysis'>,32,0,1,0.0776
40685,<class 'sklearn.discriminant_analysis.LinearDiscriminantAnalysis'>,64,0,5,0.05279999999999997
40685,<class 'sklearn.discriminant_analysis.LinearDiscriminantAnalysis'>,128,0,2,0.048699999999999966
40685,<class 'sklearn.discriminant_analysis.LinearDiscriminantAnalysis'>,256,0,2,0.04269999999999996
40685,<class 'sklearn.discriminant_analysis.LinearDiscriminantAnalysis'>,512,0,2,0.034900000000000035
40685,<class 'sklearn.discriminant_analysis.LinearDiscriminantAnalysis'>,1024,0,3,0.04410000000000003
40685,<class 'sklearn.discriminant_analysis.LinearDiscriminantAnalysis'>,2048,0,5,0.05000000000000005
40685,<class 'sklearn.discriminant_analysis.LinearDiscriminantAnalysis'>,4096,0,10,0.0464
40685,<class 'sklearn.discriminant_analysis.LinearDiscriminantAnalysis'>,8192,0,18,0.049699999999999966
40685,<class 'sklearn.discriminant_analysis.LinearDiscriminantAnalysis'>,16384,0,45,0.051200000000000016
40685,<class 'sklearn.discriminant_analysis.LinearDiscriminantAnalysis'>,32768,0,77,0.053799999999999966
40685,<class 'sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis'>,8,0,2,0.2088
40685,<class 'sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis'>,32,0,3,0.2159
40685,<class 'sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis'>,64,0,6,0.2159
40685,<class 'sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis'>,128,0,4,0.10670000000000003
40685,<class 'sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis'>,256,0,4,0.03869999999999997
40685,<class 'sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis'>,4096,0,12,0.041100000000000025
40685,<class 'sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis'>,8192,0,12,0.032499999999999966
40685,<class 'sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis'>,32768,0,38,0.04610000000000003
40685,<class 'sklearn.naive_bayes.BernoulliNB'>,2,0,7,0.21600000000000005
40685,<class 'sklearn.naive_bayes.BernoulliNB'>,4,0,2,0.2136
40685,<class 'sklearn.naive_bayes.BernoulliNB'>,8,0,2,0.21600000000000005
40685,<class 'sklearn.naive_bayes.BernoulliNB'>,16,0,2,0.21600000000000005
40685,<class 'sklearn.naive_bayes.BernoulliNB'>,32,0,2,0.2125
40685,<class 'sklearn.naive_bayes.BernoulliNB'>,64,0,2,0.19120000000000004
40685,<class 'sklearn.naive_bayes.BernoulliNB'>,128,0,2,0.18910000000000005
40685,<class 'sklearn.naive_bayes.BernoulliNB'>,256,0,2,0.19120000000000004
40685,<class 'sklearn.naive_bayes.BernoulliNB'>,512,0,3,0.1879
40685,<class 'sklearn.naive_bayes.BernoulliNB'>,1024,0,4,0.1883
40685,<class 'sklearn.naive_bayes.BernoulliNB'>,2048,0,6,0.1876
40685,<class 'sklearn.naive_bayes.BernoulliNB'>,4096,0,10,0.18799999999999994
40685,<class 'sklearn.naive_bayes.BernoulliNB'>,8192,0,18,0.1869
40685,<class 'sklearn.naive_bayes.BernoulliNB'>,16384,0,35,0.1826
40685,<class 'sklearn.naive_bayes.BernoulliNB'>,32768,0,72,0.1875
40685,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,8,0,235,0.21600000000000005
40685,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,16,0,243,0.1773
40685,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,32,0,243,0.13890000000000002
40685,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,64,0,235,0.1038
40685,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,128,0,241,0.04749999999999999
40685,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,256,0,245,0.03380000000000005
40685,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,512,0,289,0.01639999999999997
40685,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,1024,0,322,0.01100000000000001
40685,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,2048,0,380,0.009700000000000042
40685,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,4096,0,421,0.005700000000000038
40685,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,8192,0,479,0.0050999999999999926
40685,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,16384,0,580,0.0029000000000000137
40685,<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,32768,0,804,0.0018000000000000238
40685,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,2,0,105,0.3666
40685,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,4,0,116,0.1541
40685,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,8,0,107,0.15469999999999995
40685,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,16,0,120,0.11970000000000006
40685,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,32,0,124,0.05779999999999996
40685,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,64,0,121,0.017000000000000015
40685,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,128,0,127,0.0049000000000000155
40685,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,256,0,127,0.00539999999999996
40685,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,512,0,136,0.0049000000000000155
40685,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,1024,0,154,0.0032999999999999696
40685,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,2048,0,176,0.0032999999999999696
40685,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,4096,0,222,0.0026000000000000467
40685,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,8192,0,335,0.002299999999999969
40685,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,16384,0,543,0.0010000000000000009
40685,<class 'sklearn.ensemble._forest.ExtraTreesClassifier'>,32768,0,1008,0.000399999999999956
40685,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,2,0,125,0.3602
40685,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,4,0,127,0.15659999999999996
40685,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,8,0,130,0.15790000000000004
40685,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,16,0,140,0.13129999999999994
40685,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,32,0,139,0.08889999999999998
40685,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,64,0,140,0.03369999999999995
40685,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,128,0,158,0.0049000000000000155
40685,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,256,0,185,0.0049000000000000155
40685,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,512,0,164,0.005499999999999949
40685,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,1024,0,187,0.0037000000000000366
40685,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,2048,0,233,0.003499999999999948
40685,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,4096,0,322,0.0020000000000000018
40685,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,8192,0,417,0.0014999999999999456
40685,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,16384,0,918,0.0004999999999999449
40685,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,32768,0,1768,0.0004999999999999449
40685,<class 'sklearn.svm._classes.LinearSVC'>,2,1,1,0.19910000000000005
40685,<class 'sklearn.svm._classes.LinearSVC'>,4,1,1,0.16259999999999994
40685,<class 'sklearn.svm._classes.LinearSVC'>,8,1,2,0.20320000000000005
40685,<class 'sklearn.svm._classes.LinearSVC'>,16,1,2,0.27180000000000004
40685,<class 'sklearn.svm._classes.LinearSVC'>,32,1,3,0.13539999999999994
40685,<class 'sklearn.svm._classes.LinearSVC'>,64,1,5,0.12560000000000004
40685,<class 'sklearn.svm._classes.LinearSVC'>,128,1,10,0.11880000000000004
40685,<class 'sklearn.svm._classes.LinearSVC'>,256,1,19,0.09089999999999998
40685,<class 'sklearn.svm._classes.LinearSVC'>,512,1,49,0.08840000000000002
40685,<class 'sklearn.svm._classes.LinearSVC'>,1024,1,79,0.0807
40685,<class 'sklearn.svm._classes.LinearSVC'>,2048,1,202,0.14970000000000006
40685,<class 'sklearn.svm._classes.LinearSVC'>,4096,1,515,0.09909999999999997
40685,<class 'sklearn.svm._classes.LinearSVC'>,8192,1,1418,0.09550000000000004
40685,<class 'sklearn.svm._classes.LinearSVC'>,16384,1,3494,0.2983
40685,<class 'sklearn.svm._classes.LinearSVC'>,32768,1,7444,0.1803
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,2,1,1,0.24170000000000005
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,4,1,1,0.3279
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,8,1,1,0.12229999999999995
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,16,1,1,0.21230000000000004
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,32,1,1,0.10229999999999996
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,64,1,1,0.034900000000000035
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,128,1,1,0.01949999999999996
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,256,1,1,0.005700000000000038
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,512,1,2,0.005199999999999982
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,1024,1,3,0.00439999999999996
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,2048,1,4,0.002800000000000025
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,4096,1,7,0.002299999999999969
40685,<class 'sklearn.tree._classes.DecisionTreeClassifier'>,8192,1,22,0.0012999999999999678
